,old_name,modern_name,type_of_rule,modern_country,wikipage,infobox,infobox_keys,description,instance_of,inception,dissolved,religion,geoLoc,capital
72,Freie Reichsstadt Mühlhausen,Mühlhausen,"['Freie Reichsstadt', 'Reichsstadt']",['DE-TH'],<wptools.page.WPToolsPage object at 0x7f959f451fd0>,True,"['name', 'wappen', 'karte', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichskreis', 'karte reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger']",,,,1802/03 Königreich [[Preußen]],"[[römisch-katholisch]], ab 1542: [[evangelisch-lutherisch]]","(nan, nan)",[[Mühlhausen/Thüringen|Mühlhausen]]
73,Freie Stadt Mainz,Mainz,['Freie Stadt'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f959f44bdd0>,False,[nan],,,,,,"(nan, nan)",
74,Freigrafschaft Burgund,Burgund,['Pfalzgrafschaft'],['FR'],<wptools.page.WPToolsPage object at 0x7f959f451c10>,True,"['titel', 'neueregion', 'flagge', 'wappen', 'verwaltungssitz', 'präsident', 'partei', 'abkz', 'rangbev', 'fläche', 'rangfläche', 'anteilfläche', 'départements(nummer)', 'arrondissements', 'kantone', 'gemeinden', 'iso 3166-2']",,,,,,"(nan, nan)",
75,Friedberg (Hessen),Friedberg,"['Freie Reichsstadt', 'Reichsstadt']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f959f451f50>,True,"['art', 'wappen', 'breitengrad', 'längengrad', 'lageplan', 'bundesland', 'regierungsbezirk', 'landkreis', 'höhe', 'plz', 'vorwahl', 'gemeindeschlüssel', 'locode', 'gliederung', 'adresse', 'website', 'bürgermeister', 'partei']",,,,,,"('8/45/18/E', '50/20/7/N')",
76,Friesland,Friesland,"['Gliedstaat', 'Land']",['NL'],<wptools.page.WPToolsPage object at 0x7f959f455710>,False,[nan],,,,,,"(nan, nan)",
77,Fränkischer Kreis (Kurfürstentum Sachsen),Fränkischer Kreis im Kurfürstentum Sachsen,,"['DE-BY', 'DE-TH']",<wptools.page.WPToolsPage object at 0x7f959f451ad0>,True,"['name', 'wappen', 'bildtext', 'karte', 'periode', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,,seit der Reformation [[lutherisch]],"(nan, nan)",[[Coburg]]
78,Fugger,Fugger,['Grafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f959f451e10>,False,[nan],,,,,,"(nan, nan)",
79,Fénétrange,Finstingen,"['Herrschaft (Territorium)', 'Herrschaft']",['FR'],<wptools.page.WPToolsPage object at 0x7f959f451b50>,True,"['nomcommune', 'armoiries', 'région', 'département', 'arrondissement', 'canton', 'intercomm', 'insee', 'cp', 'longitude', 'latitude', 'alt mini', 'alt maxi', 'km²', 'image', 'image-desc']",,,,,,"('07/01/12/O', '48/50/44/N')",
80,Fürstabtei St. Gallen,Sankt Gallen,['Reichsabtei'],['CH'],<wptools.page.WPToolsPage object at 0x7f959f4583d0>,False,[nan],,,,,,"(nan, nan)",
81,Fürstentum Anhalt-Harzgerode,Anhalt-Harzgerode,['Fürstentum'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f959f4581d0>,True,"['name', 'karte', 'periode', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'dynastien', 'nachfolger']",,,,,,"(nan, nan)",
82,Fürstentum Anhalt-Zerbst,Anhalt-Zerbst,['Fürstentum'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f959f458a50>,False,[nan],,,,,,"(nan, nan)",
83,Fürstentum Ansbach,Brandenburg-Ansbach,['Markgrafschaft'],"['DE-BY', 'DE-BW']",<wptools.page.WPToolsPage object at 0x7f959f458190>,True,"['name', 'wappen', 'karte', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,[[Königreich Bayern]] (1806),"[[römisch-katholisch]] bis 1525, seitdem [[lutherisch]]","(nan, nan)",[[Ansbach]]
84,Fürstentum Ansbach,Ansbach,"['Markgrafschaft#Markgraftum', 'Markgraftum']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f959f45cc10>,True,"['name', 'wappen', 'karte', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,[[Königreich Bayern]] (1806),"[[römisch-katholisch]] bis 1525, seitdem [[lutherisch]]","(nan, nan)",[[Ansbach]]
85,Fürstentum Aschaffenburg,Aschaffenburg,['Fürstentum'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f959f45ced0>,False,[nan],,,,,,"(nan, nan)",
86,Fürstentum Bayreuth,Brandenburg-Kulmbach,['Markgrafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f959f45cbd0>,True,"['name', 'wappen', 'karte', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,[[Königreich Bayern]] (1810),"[[römisch-katholisch]] bis 1525, seitdem [[lutherisch]]","(nan, nan)","[[Bayreuth]], [[Kulmbach]]"
87,Fürstentum Bayreuth,Brandenburg-Bayreuth,['Markgrafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f959f45c150>,True,"['name', 'wappen', 'karte', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,[[Königreich Bayern]] (1810),"[[römisch-katholisch]] bis 1525, seitdem [[lutherisch]]","(nan, nan)","[[Bayreuth]], [[Kulmbach]]"
88,Fürstentum Bayreuth,Bayreuth,"['Markgrafschaft#Markgraftum', 'Markgraftum']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f959f461e90>,True,"['name', 'wappen', 'karte', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,[[Königreich Bayern]] (1810),"[[römisch-katholisch]] bis 1525, seitdem [[lutherisch]]","(nan, nan)","[[Bayreuth]], [[Kulmbach]]"
89,Fürstentum Braunschweig-Wolfenbüttel,Braunschweig-Wolfenbüttel,['Fürstentum'],"['DE-NI', 'DE-ST']",<wptools.page.WPToolsPage object at 0x7f959f45cc90>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'region-iso', 'hauptstädte/residenzen', 'dynastien', 'sprache/n', 'nachfolger']",,,bis 1269 das [[Herzogtum Braunschweig-Lüneburg]],[[Herzogtum Braunschweig]] (seit 1815),,"(nan, nan)","[[Wolfenbüttel]], [[Braunschweig]]"
90,Fürstentum Calenberg,Braunschweig-Calenberg,['Herzogtum'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f959f461f50>,True,"['reichstag', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,1692 an das [[Kurfürstentum Braunschweig-Lüneburg]],"[[römisch-katholisch]] bis 1540, dann [[lutherisch]]","(nan, nan)","[[Calenberg]], [[Hannover]]"
91,Fürstentum Calenberg,Calenberg,['Fürstentum'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f959f461f10>,True,"['reichstag', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,1692 an das [[Kurfürstentum Braunschweig-Lüneburg]],"[[römisch-katholisch]] bis 1540, dann [[lutherisch]]","(nan, nan)","[[Calenberg]], [[Hannover]]"
92,Fürstentum Fritzlar,Fritzlar,['Fürstentum'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f959f45cf90>,False,[nan],,,,,,"(nan, nan)",
93,Fürstentum Fulda und Corvey,Fulda und Corvey,['Fürstentum'],"['DE-HE', 'DE-NI']",<wptools.page.WPToolsPage object at 0x7f959f45c710>,True,"['wappen', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'hauptstädte/residenzen', 'dynastien', 'sprache/n', 'nachfolger']",,,"Kloster Fulda, Stift Corvey, weitere Gebiete",[[Großherzogtum Frankfurt]],,"(nan, nan)",[[Fulda]]
94,Fürstentum Fürstenberg,Fürstenberg,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f959f469ed0>,True,"['wappen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger', 'karte']",,,[[Grafschaft Heiligenberg]],"[[Mediatisierung]] 1806
[[Großherzogtum Baden]]; [[Königreich Württemberg]]; [[Hohenzollern-Sigmaringen|Fürstentum Hohenzollern-Sigmaringen]]",katholisch,"(nan, nan)",[[Donaueschingen]]
95,Fürstentum Glogau,Glogau,"['Reichsfürst', 'Fürstentum']",['PL'],<wptools.page.WPToolsPage object at 0x7f959f469f90>,False,[nan],,,,,,"(nan, nan)",
96,Fürstentum Grubenhagen,Braunschweig-Grubenhagen,['Herzogtum'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f959f4692d0>,True,"['name', 'wappen', 'vorläufer', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'sprache/n', 'nachfolger']",,,1291 Teilung des [[Herzogtum Braunschweig-Lüneburg|Herzogtums Braunschweig-Lüneburg]],ab 1596: [[Fürstentum Braunschweig-Wolfenbüttel]]<br>ab 1617: [[Fürstentum Lüneburg]],,"(nan, nan)",[[Heldenburg]] ([[Einbeck]])
97,Fürstentum Göttingen,Göttingen,['Fürstentum'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f959f469fd0>,True,"['vorläufer', 'hauptstädte/residenzen', 'dynastien', 'sprache/n', 'nachfolger']",,,bis 1345 das [[Fürstentum Braunschweig-Wolfenbüttel]],seit 1463 an das [[Fürstentum Calenberg]],,"(nan, nan)",[[Göttingen]]
98,Fürstentum Leiningen,Leiningen,['Fürstentum'],"['DE-BW', 'DE-BY']",<wptools.page.WPToolsPage object at 0x7f959f469310>,False,[nan],,,,,,"(nan, nan)",
99,Fürstentum Lüneburg,Braunschweig-Celle,['Herzogtum'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f959f469c50>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'reichstag', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,1269 durch Teilung des [[Herzogtum Braunschweig-Lüneburg|Herzogtums Braunschweig-Lüneburg]],1705 Anfall an das [[Kurfürstentum Braunschweig-Lüneburg]],"[[römisch-katholisch]] bis 1527, danach [[lutherisch]]","(nan, nan)","[[Lüneburg]] (bis 1378), [[Celle]]"
100,Fürstentum Lüneburg,Lüneburg,['Fürstentum'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f959f3f08d0>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'reichstag', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,1269 durch Teilung des [[Herzogtum Braunschweig-Lüneburg|Herzogtums Braunschweig-Lüneburg]],1705 Anfall an das [[Kurfürstentum Braunschweig-Lüneburg]],"[[römisch-katholisch]] bis 1527, danach [[lutherisch]]","(nan, nan)","[[Lüneburg]] (bis 1378), [[Celle]]"
101,Fürstentum Minden,Minden,['Fürstentum'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f959f3f0a50>,True,"['wappen', 'karte', 'bildtext', 'vorläufer', 'region-iso', 'reichstag', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,bis 1648: [[Hochstift Minden]],1807: [[Königreich Westphalen]],[[evangelisch-lutherisch]],"(nan, nan)",[[Minden]]
102,Fürstentum Moers,Moers,['Fürstentum'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f959f3f0fd0>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger']",,,[[Grafschaft Moers]],"[[Département de la Roer|Frankreich, Département de la Roer]] (1798–1813)",[[protestantisch]],"(nan, nan)",[[Moerser Schloss|Moers]]
103,Fürstentum Neisse,Neisse,['Fürstentum'],"['CS', 'DE']",<wptools.page.WPToolsPage object at 0x7f959f3f0a10>,False,[nan],,,,,,"(nan, nan)",
104,Fürstentum Orange,Oranien,['Grafschaft'],['FR'],<wptools.page.WPToolsPage object at 0x7f959f3f0850>,False,[nan],,,,,,"(nan, nan)",
105,Fürstentum Piombino,Piombino,['Stadtstaat'],['IT'],<wptools.page.WPToolsPage object at 0x7f959f3f0490>,False,[nan],,,,,,"(nan, nan)",
106,Fürstentum Pleß,Pleß,['Freie Standesherrschaft'],['PL'],<wptools.page.WPToolsPage object at 0x7f959f3f6e90>,False,[nan],,,,,,"(nan, nan)",
107,Fürstentum Ratzeburg,Ratzeburg,['Fürstentum'],"['DE-MV', 'DE-SH']",<wptools.page.WPToolsPage object at 0x7f959f3f6e10>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,1648: [[Hochstift Ratzeburg]],1918: [[Freistaat Mecklenburg-Strelitz]],[[evangelisch]],"(nan, nan)","[[Schönberg (Mecklenburg)|Schönberg]], [[Ratzeburg]]"
108,Fürstentum Rostock,Rostock,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-MV'],<wptools.page.WPToolsPage object at 0x7f959f3f6510>,False,[nan],,,,,,"(nan, nan)",
109,Fürstentum Rügen,Rügen,['Fürstentum'],['DE-MV'],<wptools.page.WPToolsPage object at 0x7f959f3f6f10>,False,[nan],,,,,,"(nan, nan)",
110,Fürstentum Sachsen-Querfurt,Querfurt,['Fürstentum'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f959f3f6f50>,True,"['wappen', 'karte', 'bildtext', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'währung', 'nachfolger']",,,Teilen von [[Kurfürstentum Sachsen|Kursachsen]],[[Kurfürstentum Sachsen|Kursachsen]],[[lutherisch]],"(nan, nan)",[[Weißenfels]]
111,Fürsterzbistum Salzburg,Salzburg,['Erzstift'],"['AT', 'DE-BY']",<wptools.page.WPToolsPage object at 0x7f959f3f6f90>,True,"['wappen', 'alternativnamen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichskreis', 'kreistag', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger', 'siehe auch', 'karte']",,,,[[Säkularisation]] 1803; [[Herzogtum Salzburg]],[[Römisch-katholische Kirche|römisch-katholisch]],"(nan, nan)",[[Salzburg]]
112,Fürstpropstei Berchtesgaden,Berchtesgaden,['Fürstpropstei'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f959f3f6fd0>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'einwohner', 'nachfolger']",,,"Klosterstift Berchtesgaden, ab 1380 Reichsprälatur, 1559 Fürstpropstei","1803 im [[Herzogtum Salzburg|Kurfürstentum Salzburg]], 1805 im [[Kaisertum Österreich|Kaiserreich Österreich]], 1809 im [[Erstes Kaiserreich|Ersten Kaiserreich (Napoleon)]], ab 1810 im [[Königreich Bayern]]",[[römisch-katholisch]],"(nan, nan)",[[Berchtesgaden]]
113,Fürstpropstei Ellwangen,Ellwangen,['Fürstpropstei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f959f401fd0>,True,"['wappen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'währung', 'nachfolger']",,,Reichsstift Ellwangen,1802 [[Königreich Württemberg|Kurfürstentum Württemberg]],[[römisch-katholisch]],"(nan, nan)",[[Ellwangen]]
114,Fürststift Kempten,Kempten,['Gefürstete Abtei'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f959f4019d0>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'karte reichskreis', 'kreistag', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger']",,,karolingischem Eigenkloster bzw. gewöhnlicher [[Abtei]]; Reichskloster; Reichsabtei,[[Kurfürstentum Bayern]],[[römisch-katholisch]],"(nan, nan)",[[Kempten (Allgäu)|Kempten]]
115,Gefürstete Grafschaft Görz und Gradisca,Görz,['Grafschaft'],"['IT', 'SI']",<wptools.page.WPToolsPage object at 0x7f959f401e90>,False,[nan],,,,,,"(nan, nan)",
116,Gefürstete Grafschaft Störnstein,Störnstein,"['Grafschaft', 'Gefürstete Reichsgrafschaft']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f959f401a50>,True,"['name', 'wappen', 'alternativnamen', 'periode', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,,[[Römisch-katholische Kirche|Katholisch]],"(nan, nan)",[[Neustadt an der Waldnaab]]
117,Genf,Genf,['Stadt'],['CH'],<wptools.page.WPToolsPage object at 0x7f959f407c50>,True,"['name_ort', 'bildpfad_karte', 'bildpfad_wappen', 'bild', 'beschreibung', 'region-iso', 'imagemap', 'bfs', 'plz', 'un/locode', 'breitengrad', 'längengrad', 'höhe', 'fläche', 'stadtpräsident', 'website']",Blick auf Genf vom Mont Salève,,,,,"('6.149985', '46.200013')",
118,Gengenbach,Gengenbach,['Reichsstadt'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f959f407a90>,True,"['art', 'wappen', 'breitengrad', 'längengrad', 'lageplan', 'bundesland', 'regierungsbezirk', 'landkreis', 'höhe', 'plz', 'vorwahl', 'gemeindeschlüssel', 'straße', 'website', 'bürgermeister']",,,,,,"('8.012963', '48.403951')",
119,Geschichte Hamburgs,Hamburg,['Freie Reichsstadt'],"['DE-HH', 'DE-SH', 'DE-NI']",<wptools.page.WPToolsPage object at 0x7f959f40ddd0>,False,[nan],,,,,,"(nan, nan)",
120,Geschichte Kölns,Köln,"['Freie Reichsstadt', 'Reichsstadt']",['DE-NW'],<wptools.page.WPToolsPage object at 0x7f959f40d590>,False,[nan],,,,,,"(nan, nan)",
121,Geschichte Luxemburgs,Luxemburg,['Grafschaft'],"['LU', 'DE-SL', 'DE-RP', 'BE']",<wptools.page.WPToolsPage object at 0x7f959f407490>,False,[nan],,,,,,"(nan, nan)",
122,Geschichte Pisas,Pisa,['Republik'],['IT'],<wptools.page.WPToolsPage object at 0x7f959f40df50>,False,[nan],,,,,,"(nan, nan)",
123,Geschichte Schweinfurts,Schweinfurt,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f959f407ad0>,True,"['name', 'wappen', 'karte', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,1806 [[Königreich Bayern]],"[[römisch-katholisch]], ab 1542: [[lutherisch]]","(nan, nan)",[[Schweinfurt]]
124,Geschichte Vorarlbergs#Mittelalter,Vorarlberg,['Landvogtei'],['AT'],<wptools.page.WPToolsPage object at 0x7f959f407ed0>,False,[nan],,,,,,"(nan, nan)",
125,Geschichte der Schweiz,Schweiz,"['Alte Eidgenossenschaft', 'Eidgenossenschaft']",['CH'],<wptools.page.WPToolsPage object at 0x7f959f407dd0>,False,[nan],,,,,,"(nan, nan)",
126,Geschichte der Stadt Bremen,Bremen,['Freie Reichsstadt'],"['DE-HB', 'DE-NI']",<wptools.page.WPToolsPage object at 0x7f959f407cd0>,False,[nan],,,,,,"(nan, nan)",
127,Geschichte der Stadt Gelnhausen,Gelnhausen,['Reichsstadt'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f959f416590>,False,[nan],,,,,,"(nan, nan)",
128,Geschichte der Stadt Zürich,Zürich,['Reichsstadt'],['CH'],<wptools.page.WPToolsPage object at 0x7f959f416b10>,False,[nan],,,,,,"(nan, nan)",
129,Geschichte des Wallis#Die Grafschaft Wallis,Wallis,['Grafschaft'],['CH'],<wptools.page.WPToolsPage object at 0x7f959f416b90>,False,[nan],,,,,,"(nan, nan)",
130,Giengen,Giengen,['Reichsstadt'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f959f416ad0>,True,"['art', 'wappen', 'breitengrad', 'längengrad', 'lageplan', 'bundesland', 'regierungsbezirk', 'landkreis', 'höhe', 'plz', 'vorwahl', 'gemeindeschlüssel', 'gliederung', 'adresse', 'website', 'bürgermeister', 'bürgermeistertitel', 'partei']",,,,,,"('10/14/42/E', '48/37/18/N')",
131,Grafen von Lupfen,Lupfen,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f959f4167d0>,False,[nan],,,,,,"(nan, nan)",
132,Grafen von Spiegelberg,Spiegelburg,['Reichsgraf'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f959f416850>,False,[nan],,,,,,"(nan, nan)",
133,Grafen von Sulz,Sulz,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f959f416910>,False,[nan],,,,,,"(nan, nan)",
134,Grafschaft Aalst,Aalst,['Grafschaft'],['BE'],<wptools.page.WPToolsPage object at 0x7f959f416790>,False,[nan],,,,,,"(nan, nan)",
135,Grafschaft Aarberg,Aarberg,['Grafschaft'],['CH'],<wptools.page.WPToolsPage object at 0x7f959f416c50>,False,[nan],,,,,,"(nan, nan)",
136,Grafschaft Abensberg,Abensberg,['Grafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f959f416090>,False,[nan],,,,,,"(nan, nan)",
137,Grafschaft Altbruchhausen,Altbruchhausen,['Grafschaft'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f959f416d10>,False,[nan],,,,,,"(nan, nan)",
138,Grafschaft Altena,Altena,['Grafschaft'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f959f41e950>,True,"['wappen', 'karte', 'bildtext', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'hauptstädte/residenzen', 'dynastien', 'sprache/n', 'nachfolger']",,,,[[Grafschaft Mark]] (1198/1262),,"(nan, nan)","[[Burg Altena]]; nach der Erbteilung: [[Burg Isenberg]], [[Nienbrügge (Hamm)|Burg Nienbrügge]], [[Burg Mark]]"
139,Grafschaft Andechs,Andechs,['Grafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f959f41ed50>,False,[nan],,,,,,"(nan, nan)",
140,Grafschaft Arnsberg,Arnsberg,['Grafschaft'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f959f41e050>,False,[nan],,,,,,"(nan, nan)",
141,Grafschaft Baden,Baden,['Grafschaft'],['CH'],<wptools.page.WPToolsPage object at 0x7f959f41ee50>,False,[nan],,,,,,"(nan, nan)",
142,Grafschaft Barby,Barby,['Reichsgrafschaft'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f959f41e490>,False,[nan],,,,,,"(nan, nan)",
