,old_name,modern_name,type_of_rule,modern_country,wikipage,wikibase,description,instance_of,inception,dissolved,religion,geoLoc,capital
475,Kloster Engelberg,Engelberg,['Abtei'],['CH'],<wptools.page.WPToolsPage object at 0x7f2a28c4f9d0>,Q667880,abbey,abbey,+1236-01-01T00:00:00Z,+1798-01-01T00:00:00Z,Catholicism,"(8.4097222222222, 46.820555555556)",
476,Kloster Gengenbach,Gengenbach,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28c58f50>,Q316077,"former abbey in Gengenbach, Germany",abbey,+0725-00-00T00:00:00Z,+1803-01-01T00:00:00Z,,"(8.0171, 48.4042)",
477,Kloster Irsee,Irsee,['Reichsabtei'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28c4fd50>,Q461372,"former abbey in Germany, nowadays conference and training center",abbey,+1694-01-01T00:00:00Z,,,"(10.575, 47.9097)",
478,Kloster Lorsch,Lorsch,['Reichsabtei'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28c58e90>,Q157550,UNESCO World Heritage Abbey of Lorsch in Germany,abbey,+0852-01-01T00:00:00Z,+1232-01-01T00:00:00Z,,"(8.5688888888889, 49.653888888889)",
479,Kloster Murbach,Murbach-Lüders,['Gefürstete Abtei'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a28c5cf90>,Q519572,"abbey located in Haut-Rhin, in France",abbey,+0727-00-00T00:00:00Z,+1789-01-01T00:00:00Z,,"(7.158056, 47.923333)",
480,Kloster Muri,Muri,['Abtei'],['CH'],<wptools.page.WPToolsPage object at 0x7f2a28c4f210>,Q162573,monastery,monastery,+1001-01-17T00:00:00Z,,Catholicism,"(8.337973252, 47.27497971)",
481,Kloster Obermarchtal,Marchtal,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28c5c490>,Q479423,monastery,monastery,+0776-00-00T00:00:00Z,+1803-01-01T00:00:00Z,,"(9.57097, 48.2365)",
482,Kloster Oberschönenfeld,Oberschönenfeld,['Abtei'],['DE'],<wptools.page.WPToolsPage object at 0x7f2a28c58b90>,Q1446656,monastery,Cistercian nunnery,+1211-00-00T00:00:00Z,+1803-00-00T00:00:00Z,,"(10.7265, 48.3123)",
483,Kloster Petershausen,Petershausen,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28c5c610>,Q457309,monastery,monastery,+0901-01-17T00:00:00Z,+1802-01-01T00:00:00Z,Catholicism,"(9.1785, 47.668)",Konstanz
484,Kloster Reichenau,Reichenau,['Kloster'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28c5ced0>,Q679114,monastery,monastery,+0724-00-00T00:00:00Z,+1803-00-00T00:00:00Z,Catholicism,"(9.0620805555556, 47.698738888889)",
485,Kloster Roggenburg,Roggenburg,['Reichsstift'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28c58c10>,Q455642,monastery,monastery,+1482-01-01T00:00:00Z,+1802-01-01T00:00:00Z,Catholicism,"(10.2281, 48.2746)",
486,Kloster Rottenmünster,Rottenmünster,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28c5cd10>,Q831398,monastery,monastery,+1201-01-17T00:00:00Z,,,"(8.63498, 48.1509)",
487,Kloster Sankt Emmeram,Sankt Emmeram zu Regensburg,['Reichsabtei'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28c5cad0>,Q260633,abbey,imperial abbey,+1295-01-01T00:00:00Z,+1803-01-01T00:00:00Z,Catholicism,"(12.092777777778, 49.015277777778)",
488,Kloster Schussenried,Schussenried,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28be34d0>,Q450048,monastery i Germany,monastery,+1183-01-01T00:00:00Z,+1803-01-01T00:00:00Z,,"(9.65858, 48.0073)",
489,Kloster Schöntal,Schöntal,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28be3510>,Q328036,abbey,abbey,+1153-00-00T00:00:00Z,+1495-01-01T00:00:00Z,,"(9.5047, 49.3281)",
490,Kloster St. Georg (Isny),Sankt Georgen zu Isny,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28be3e50>,Q878638,Benedictine monastery in Isny,monastery,+1096-00-00T00:00:00Z,+1803-01-01T00:00:00Z,,"(10.0429, 47.6939)",
491,Kloster St. Ulrich und Afra (Augsburg),Sankt Ulrich und Afra zu Augsburg,"['Stift (Kirche)', 'Reichsstift']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28be3b90>,Q458378,,church building,+1577-01-01T00:00:00Z,+1802-01-01T00:00:00Z,Catholicism,"(10.9004, 48.3614)",
492,Kloster Söflingen,Söflingen,['Reichsabtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28be3750>,Q473468,"church building in Ulm, Tübingen Government Region, Bade-Württemberg, Germany",church building,+1773-01-01T00:00:00Z,,,"(9.95339, 48.3977)",
493,Kloster Ursberg,Ursberg,['Reichsstift'],['DE'],<wptools.page.WPToolsPage object at 0x7f2a28be3e90>,Q315373,monastery,monastery,+1143-01-01T00:00:00Z,+1803-01-01T00:00:00Z,,"(10.4464, 48.2661)",
494,Kloster Walkenried,Walkenried,['Abtei'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f2a28beded0>,Q428395,monastery,monastery,+1129-01-27T00:00:00Z,+1546-01-01T00:00:00Z,Catholic Church,"(10.619166666667, 51.583055555556)",
495,Kloster Weißenau,Weißenau,['Reichsstift'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28be3f50>,Q458074,"former monastery near Ravensburg, Germany, now used as a hospital",monastery,+1101-01-17T00:00:00Z,+1802-01-01T00:00:00Z,Catholicism,"(9.596, 47.763)",
496,Kloster Weißenburg (Elsass),Weißenburg,['Fürstpropstei'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a28bedf90>,Q896405,monastery,benedictine abbey,,,Catholicism,"(7.94222222, 49.03694444)",
497,Kloster Werden,Werden,['Reichsabtei'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a28bed7d0>,Q688373,abbey,abbey,+0877-01-01T00:00:00Z,+1803-01-01T00:00:00Z,Catholic Church,"(7.00472, 51.38806)",Werden
498,Kloster Wettenhausen,Wettenhausen,['Reichsstift'],['DE'],<wptools.page.WPToolsPage object at 0x7f2a28bedc90>,Q881177,abbey,abbey,+1101-01-17T00:00:00Z,+1803-01-01T00:00:00Z,Catholicism,"(10.3588, 48.3965)",
499,Kloster Wiesensteig,Wiesensteig,['Abtei'],[],<wptools.page.WPToolsPage object at 0x7f2a28bedad0>,Q66498921,,,,,,,
500,Kloster Zwiefalten,Zwiefalten,['Abtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28bedf50>,Q460308,abbey,abbey,+1089-00-00T00:00:00Z,+1802-01-01T00:00:00Z,Catholic Church,"(9.46135, 48.232)",
501,Kolb von Wartenberg,Wartenberg,['Reichsgraf'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a28bf4f50>,Q875753,countship,countship,,,,,
502,Kurfürstentum Bayern,Bayern,['Kurfürstentum'],"['DE-BY', 'AT']",<wptools.page.WPToolsPage object at 0x7f2a28bf4c50>,Q256961,state in the Holy Roman Empire,state in the Holy Roman Empire,+1623-01-01T00:00:00Z,+1806-01-01T00:00:00Z,,,Munich
503,Kurfürstentum Braunschweig-Lüneburg,Hannover,['Fürstentum'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f2a28bf4d10>,Q706018,former Electorate of the Holy Roman Empire,historical territory,+1708-01-01T00:00:00Z,+1814-01-01T00:00:00Z,,,Hanover
504,Kurfürstentum Sachsen,Sachsen,['Kurfürstentum'],['DE-SN'],<wptools.page.WPToolsPage object at 0x7f2a28bf4a90>,Q156199,"State of the Holy Roman Empire, established when Emperor Charles IV raised the Ascanian duchy of Saxe-Wittenberg to the status of an Electorate 1356",Electoral Principate,+1356-01-01T00:00:00Z,+1806-01-01T00:00:00Z,,"(13.733333, 51.033333)",Lutherstadt Wittenberg
505,Kurköln,Köln,['Erzbistum'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a28bf9e50>,Q7904317,the secular dominion of the Archbishops of Cologne,historical territory,+0953-01-01T00:00:00Z,+1803-01-01T00:00:00Z,,"(6.8333333333333, 51)",Cologne
506,Kurpfalz,Pfalzgrafschaft bei Rhein,"['Graf#Pfalzgraf', 'Pfalzgrafschaft']","['DE-RP', 'DE-BW']",<wptools.page.WPToolsPage object at 0x7f2a28bf4e50>,Q22880,historical territory of the Holy Roman Empire,countship,+1085-01-01T00:00:00Z,+1803-01-01T00:00:00Z,Calvinism,"(8.01667, 49.5)",Heidelberg
507,Kurpfalz-Bayern,Kurpfalz-Bayern,['Grafschaft'],"['DE-BY', 'DE-NW', 'DE-RP', 'DE-BW', 'DE-HE']",<wptools.page.WPToolsPage object at 0x7f2a28bf9450>,Q1793177,,historical country,,,,,
508,Kurtrier,Trier,['Erzstift'],"['DE', 'FR', 'LU']",<wptools.page.WPToolsPage object at 0x7f2a28bf9fd0>,Q1794352,,ecclesiastical principality,+0898-01-01T00:00:00Z,+1801-01-01T00:00:00Z,,"(6.65, 49.7667)",Trier
509,Königreich Burgund,Burgund,['Königreich'],"['FR', 'CH', 'IT']",<wptools.page.WPToolsPage object at 0x7f2a28bf4850>,Q91329095,Kingdom of Burgundy from 543 to 843,historical country,+0534-00-00T00:00:00Z,+0843-00-00T00:00:00Z,,,
510,Königreich Böhmen,Böhmen,['Herzogtum'],['CZ'],<wptools.page.WPToolsPage object at 0x7f2a28bfeb90>,Q42585,"Monarchy in Central Europe, predecessor of modern Czech Republic",historical country,+1198-01-01T00:00:00Z,+1918-01-01T00:00:00Z,Catholic Church,,Prague
511,Land Hadeln,Hadeln,"['Gliedstaat', 'Land']",['DE-NI'],<wptools.page.WPToolsPage object at 0x7f2a28bfed50>,Q523001,,historical region,,,,"(8.841, 53.753)",
512,Landau in der Pfalz,Landau,['Reichsstadt'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a28bfef90>,Q7052,"town in Rhineland-Palatinate, Germany",urban municipality of Germany,,,,"(8.1230555555556, 49.199444444444)",
513,Landfautei am Bruhrain,Bruchsal,['Fürstentum'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28bfed90>,Q1802781,,,,,,,
514,Landgrafschaft Breisgau,Breisgau,['Landgrafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28bfe2d0>,Q698761,landgraviate,landgraviate,,,,,
515,Landgrafschaft Burgund,Landgrafschaft Burgund,['Republik'],['CH-BE'],<wptools.page.WPToolsPage object at 0x7f2a28bfe310>,Q1157740,,,,,,,
516,Landgrafschaft Elsass,Elsass,['Landgrafschaft'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a28c08d90>,Q319602,aspect of history,aspect of history,,,,,
517,Landgrafschaft Hessen,Hessen,"['Graf#Landgraf', 'Landgrafschaft']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28c08410>,Q695322,landgraviate,landgraviate,+1264-01-01T00:00:00Z,+1567-01-01T00:00:00Z,,"(9.497778, 51.319722)",Kassel
518,Landgrafschaft Hessen-Darmstadt,Hessen-Darmstadt,"['Graf#Landgraf', 'Landgrafschaft']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28c08f90>,Q693551,countship,landgraviate,+1567-01-01T00:00:00Z,+1806-01-01T00:00:00Z,,,Darmstadt
519,Landgrafschaft Hessen-Kassel,Hessen-Kassel,"['Graf#Landgraf', 'Landgrafschaft']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28c08cd0>,Q168651,state of the Holy Roman Empire in 1567–1803,state in the Holy Roman Empire,+1567-01-01T00:00:00Z,+1803-01-01T00:00:00Z,Lutheranism,"(9.497778, 51.319722)",Kassel
520,Landgrafschaft Klettgau,Klettgau,['Landgrafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28c08610>,Q1802943,,landgraviate,,,,"(8.35333333, 47.60166667)",
521,Landgrafschaft Leuchtenberg,Leuchtenberg,['Landgrafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28c083d0>,Q15825160,state in the Holy Roman Empire,,,,,,
522,Landgrafschaft Nellenburg,Nellenburg,['Landgrafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28c08390>,Q1802942,,countship,,,,,
523,Landgrafschaft Oberelsass,Oberelsass,['Landgrafschaft'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a28c08e10>,Q1845863,Wikimedia list article,Wikimedia list article,,,,,
524,Landgrafschaft Stühlingen,Stühlingen,['Landgrafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28c0ff10>,Q1802944,,,,,,,
525,Landgrafschaft Thüringen,Thüringen,['Landgrafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a28c0f510>,Q314910,aspect of history,aspect of history,,,,,
526,Landvogtei Schwaben,Schwaben,['Landvogtei'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28c0fbd0>,Q877001,,historical country,,,,,
527,Landvogtei Unterelsass,Hagenau,['Landvogtei'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a28c0fed0>,Q831544,,historical territory,+1273-00-00T00:00:00Z,+1789-00-00T00:00:00Z,,"(7.7877777777777775, 48.81666666666667)",Haguenau
528,Leiningen (Adelsgeschlecht)#Leiningen-Westerburg,Leiningen-Westerburg,['Grafschaft'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a28c0fd50>,Q668414,German noble family,noble family,,,,"(8.14, 49.54)",
529,Leiningen-Heidesheim,Leiningen-Heidesheim,['Grafschaft'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a28c0f5d0>,Q1391365,noble family,noble family,,,,,
530,Leininger Schloss,Leiningen-Guntersblum,['Grafschaft'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a28c0f1d0>,Q1815348,,château,,,,"(8.34548, 49.7954)",
531,Leutkirch im Allgäu,Leutkirch,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28c0fdd0>,Q539645,municipality in Germany,big district town,,,,"(10.022222222222, 47.825555555556)",
532,Liechtenstein,Liechtenstein,['Fürstentum'],['FL'],<wptools.page.WPToolsPage object at 0x7f2a28c19fd0>,Q347,country in Central Europe,sovereign state,+1806-07-12T00:00:00Z,,,"(9.553889, 47.145)",Vaduz
533,Ligne (Adelsgeschlecht),Ligne,['Fürstentum'],['BE'],<wptools.page.WPToolsPage object at 0x7f2a28c19c90>,Q1468411,noble family,noble family,,,,,
534,Limpurger Land,Limpurg,['Grafschaft'],"['DE-BW', 'DE-BY']",<wptools.page.WPToolsPage object at 0x7f2a28c19c10>,Q15527846,,,,,,,
535,Limpurger Land,Limpurg,['Grafschaft'],[],<wptools.page.WPToolsPage object at 0x7f2a28c193d0>,Q15527846,,,,,,,
536,Lindau (Bodensee),Lindau,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28c19e50>,Q153969,"town in Bavaria, Germany",big district town,,,,"(9.6838888888889, 47.545833333333)",
537,Litauen,Litauen,,,<wptools.page.WPToolsPage object at 0x7f2a28c1ef90>,Q37,sovereign state in northeastern Europe,sovereign state,+1990-03-11T00:00:00Z,,,"(24, 55.2)",Vilnius
538,Lixheim,Lixheim,['Fürstentum'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a28c1e6d0>,Q22282,"commune in Moselle, France",commune of France,,,,"(7.1419444444444, 48.775277777778)",
539,Lobkowitz (Adelsgeschlecht),Lobkowitz,['Fürstentum'],['CZ'],<wptools.page.WPToolsPage object at 0x7f2a28ba5e50>,Q302413,noble family,noble family,,,,,
540,Looz-Corswarem,Looz,['Herzogtum'],"['BE', 'DE-NW']",<wptools.page.WPToolsPage object at 0x7f2a28c1ea50>,Q1869758,family,noble family,,,,,
541,Lucca,Lucca,['Republik'],['IT'],<wptools.page.WPToolsPage object at 0x7f2a28ba5f90>,Q13373,"city and comune in Tuscany, Central Italy",comune of Italy,,,,"(10.516666666667, 43.85)",
542,Luzern#Von der Stadt zum Stadtstaat (1386–1520),Luzern,"['Reichsunmittelbarkeit', 'reichunmittelbarer']",['CH'],<wptools.page.WPToolsPage object at 0x7f2a28ba5890>,Q4191,"city on Lake Lucerne, in central Switzerland",municipality of Switzerland,,,,"(8.3059, 47.0523)",
543,Löwenstein-Wertheim,Löwenstein-Wertheim,['Fürstentum'],"['DE-BW', 'DE-BY', 'DE-HE', 'BE']",<wptools.page.WPToolsPage object at 0x7f2a28ba6f90>,Q654893,county,county,,,,,
544,Löwenstein-Wertheim-Freudenberg,Löwenstein-Wertheim-Freudenberg,['Fürstentum'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28ba5c10>,Q1879972,family,noble family,,,,,
545,Lützelstein,Lützelstein,['Grafschaft'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a28ba64d0>,Q22389,"commune in Bas-Rhin, France",commune of France,,,,"(7.32, 48.860555555556)",
546,Mark Brandenburg,Brandenburg,['Markgrafschaft'],"['DE-BB', 'DE-BE', 'DE-MV', 'DE-ST', 'PL']",<wptools.page.WPToolsPage object at 0x7f2a28bb0ed0>,Q148499,major principality of the Holy Roman Empire from 1157 to 1806,Electoral Principate,+1157-06-11T00:00:00Z,+1806-01-01T00:00:00Z,,,Brandenburg an der Havel
547,Mark Landsberg,Landsberg,"['Mark (Territorium)', 'Mark']","['DE-SN', 'DE-ST']",<wptools.page.WPToolsPage object at 0x7f2a28bb0f90>,Q282375,,marquisate,+1156-01-01T00:00:00Z,,,"(12.163958, 51.525597)",
548,Markgraf von Bergen op Zoom,Bergen,['Markgrafschaft'],['NL'],<wptools.page.WPToolsPage object at 0x7f2a28bb0e50>,Q1900720,,marquisate,,,,,
549,Markgraf von Este,Este,['Markgrafschaft'],['IT'],<wptools.page.WPToolsPage object at 0x7f2a28bb0e10>,Q677173,"Old Italian noble family, dynastic House",noble family,,,,,
550,Markgrafschaft Antwerpen,Antwerpen,['Markgrafschaft'],['BE'],<wptools.page.WPToolsPage object at 0x7f2a28bb0c10>,Q772861,former country,historical country,,,,,
551,Markgrafschaft Baden,Baden,['Markgrafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28bb6650>,Q650489,historical German principaility,state in the Holy Roman Empire,+1112-00-00T00:00:00Z,+1803-01-01T00:00:00Z,,,Baden-Baden
552,Markgrafschaft Baden-Baden,Baden-Baden,['Markgrafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28bb6c90>,Q560771,historical state in Germany,state in the Holy Roman Empire,+1515-00-00T00:00:00Z,+1771-00-00T00:00:00Z,,,
553,Markgrafschaft Baden-Durlach,Baden-Durlach,['Markgrafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28bb6190>,Q650370,German principality,principality,+1515-00-00T00:00:00Z,+1771-10-21T00:00:00Z,,,
554,Markgrafschaft Baden-Hachberg,Baden-Hachberg,['Markgrafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28bb6a50>,Q885304,member state of the Holy Roman Empire,historical country,+1212-00-00T00:00:00Z,+1415-00-00T00:00:00Z,,,Emmendingen
555,Markgrafschaft Burgau,Burgau,['Markgrafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28bb6ed0>,Q1900722,,marquisate,,+1805-01-01T00:00:00Z,,,
556,Markgrafschaft Hachberg-Sausenberg,Hachberg-Sausenberg,['Markgrafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28bb6090>,Q1900716,member state of the Holy Roman Empire,state,+1306-00-00T00:00:00Z,+1503-00-00T00:00:00Z,,,Sausenburg Castle
557,Markgrafschaft Istrien,Istrien,['Markgrafschaft'],"['SI', 'HR']",<wptools.page.WPToolsPage object at 0x7f2a28bb65d0>,Q3847034,,historical country,,,,,
558,Markgrafschaft Meißen,Meißen,['Markgrafschaft'],['DE-SN'],<wptools.page.WPToolsPage object at 0x7f2a28bb6210>,Q170180,medieval principality in the area of the modern German state of Saxony,state in the Holy Roman Empire,+0965-01-01T00:00:00Z,+1423-01-01T00:00:00Z,,"(13.4775, 51.16361111111111)",Meissen
559,Markgrafschaft Mähren,Mähren,['Markgrafschaft'],['CZ'],<wptools.page.WPToolsPage object at 0x7f2a28bbfb50>,Q2670751,historic state,historical country,+1182-01-01T00:00:00Z,+1918-00-00T00:00:00Z,,,Olomouc
560,Markgrafschaft Nomeny,Nomeny,['Markgrafschaft'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a28bbf410>,Q17325047,,historical territory,,,,,
561,Markgrafschaft Oberlausitz,Oberlausitz,['Markgrafschaft'],"['DE-SN', 'PL']",<wptools.page.WPToolsPage object at 0x7f2a28bbfd10>,Q7943,historical region in Germany and Poland,geographic region,,,,"(14.3333333, 51.1666667)",
562,Markgrafschaft Verona,Verona,['Markgrafschaft'],['IT'],<wptools.page.WPToolsPage object at 0x7f2a28bbfcd0>,Q701920,Italian mark,march,,,,"(10.993611111111111, 45.43805555555556)",Verona
563,Mecklenburg-Güstrow,Mecklenburg-Güstrow,['Herzogtum'],['DE-MV'],<wptools.page.WPToolsPage object at 0x7f2a28bbf1d0>,Q552822,duchy,duchy,+1520-01-01T00:00:00Z,+1695-01-01T00:00:00Z,,,
564,Mecklenburg-Schwerin,Mecklenburg-Schwerin,['Herzogtum'],['DE-MV'],<wptools.page.WPToolsPage object at 0x7f2a28bbfed0>,Q158445,grand duchy,grand duchy,+1815-01-01T00:00:00Z,+1918-00-00T00:00:00Z,,"(11.416666666666666, 53.63333333333333)",Schwerin
565,Mecklenburg-Stargard,Mecklenburg-Stargard,['Herzogtum'],['DE-MV'],<wptools.page.WPToolsPage object at 0x7f2a28bbf150>,Q835005,,duchy,+1352-11-25T00:00:00Z,+1918-00-00T00:00:00Z,,,Burg Stargard
566,Mecklenburg-Strelitz,Mecklenburg-Strelitz,['Herzogtum'],"['DE-MV', 'DE-SH']",<wptools.page.WPToolsPage object at 0x7f2a28bbfa90>,Q161215,grand duchy,grand duchy,+1815-01-01T00:00:00Z,+1933-00-00T00:00:00Z,,,Neustrelitz
567,Meistertum Mergentheim,Mergentheim,"['Deutschmeister (Deutscher Orden)', 'Deutschmeistertum']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28bbfe50>,Q1918771,,,,,,,
568,Memmingen,Memmingen,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28bc9e50>,Q14825,"town in Bavaria, Germany",major regional center,,,,"(10.181111111111, 47.987777777778)",
569,Metz,Metz,"['Freie Reichsstadt', 'Reichsstadt']",['FR'],<wptools.page.WPToolsPage object at 0x7f2a28bc9f50>,Q22690,"commune in Moselle, France",commune of France,,,,"(6.1769444444444, 49.119722222222)",
570,Milicz,Militsch,['Freie Standesherrschaft'],['PL'],<wptools.page.WPToolsPage object at 0x7f2a28bc9450>,Q717933,city of Poland,city,,,,"(17.283333333333, 51.533333333333)",
571,Mindelheim#Bis in das 18. Jahrhundert,Mindelheim,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a28bcffd0>,Q518579,municipality of Germany,urban municipality of Germany,,,,"(10.466666666667, 48.033333333333)",
572,Mosbach#Reichsstadt 1241 bis 1362,Mosbach,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28bcfcd0>,Q23008,town in Germany,big district town,,,,"(9.133333, 49.35)",
573,Mosbach#Zugehörigkeit zur Kurpfalz,Pfalz-Mosbach,['Pfalzgrafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28bd7f90>,Q23008,town in Germany,big district town,,,,"(9.133333, 49.35)",
574,Munster (Haut-Rhin),Münster im Gregoriental,['Reichsabtei'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a28bd7c90>,Q149419,"commune in Haut-Rhin, France",commune of France,,,,"(7.1341666666667, 48.041388888889)",
575,Mülhausen,Mülhausen,"['Freie Reichsstadt', 'Reichsstadt']",['FR'],<wptools.page.WPToolsPage object at 0x7f2a28bd7f50>,Q79815,"commune in Haut-Rhin, France",commune of France,,,,"(7.3391666666667, 47.748611111111)",
576,Nassau-Beilstein,Nassau-Beilstein,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28bdef50>,Q1275169,family,noble family,,,,,
577,Nassau-Diez,Nassau-Diez,['Grafschaft'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a28bdef90>,Q830460,geographic region,geographic region,,,,,
578,Nassau-Dillenburg,Nassau-Dillenburg,['Grafschaft'],"['DE-NW', 'DE-HE']",<wptools.page.WPToolsPage object at 0x7f2a28bde750>,Q328545,German principality,principality,,,,,
579,Nassau-Idstein,Nassau-Idstein,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28bd7d90>,Q1799405,,countship,,,,,
580,Nassau-Oranien-Fulda,Nassau-Oranien-Fulda,['Fürstentum'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28bdeb50>,Q3403552,,principality,+1803-01-01T00:00:00Z,+1806-01-01T00:00:00Z,,"(9.67175, 50.554)",Fulda
581,Nassau-Usingen,Nassau-Usingen,"['Reichsgraf', 'Gefürstete Reichsgrafschaft']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28bd7dd0>,Q468096,,county,,,,,
582,Nassau-Weilburg,Nassau-Weilburg,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a28bd7b90>,Q697685,Grand Ducal Royal House of Luxembourg,noble family,+1344-01-01T00:00:00Z,+1806-00-00T00:00:00Z,,,
583,Neipperg (Adelsgeschlecht),Neipperg,['Ritterschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28b65f50>,Q316842,noble family,noble family,,,,,
584,Neues Schloss Ingelfingen,Hohenlohe-Neuenstein-Ingelfingen,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a28b65c50>,Q17353883,,,,,,"(9.6517, 49.3007)",
585,Neumark (Landschaft),Neumark,"['Mark (Territorium)', 'Mark']",['PL'],<wptools.page.WPToolsPage object at 0x7f2a28b65dd0>,Q819411,"A region of the mediaeval and early modern Margraviate of Brandenburg, and later the Prussian province of Brandenburg, Germany.",historical region,+1252-01-01T00:00:00Z,+1571-01-01T00:00:00Z,,"(12.355277777778, 50.657222222222)",Kostrzyn nad Odrą
586,Neuwied#Stadtgründung,Wied-Neuwied,['Grafschaft'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a28b65e50>,Q3967,"town in Rhineland-Palatinate, Germany",urban municipality of Germany,+1653-00-00T00:00:00Z,,,"(7.4613888888889, 50.428611111111)",
587,Niederlausitz,Niederlausitz,['Markgrafschaft'],['DE'],<wptools.page.WPToolsPage object at 0x7f2a28b65210>,Q148689,geographic region,geographic region,,,,"(14.5, 51.75)",
588,Nördlingen,Nördlingen,"['Freie Reichsstadt', 'Reichsstadt']",['DE'],<wptools.page.WPToolsPage object at 0x7f2a28b65e90>,Q489902,"town in Bavaria, Germany",big district town,,,,"(10.5, 48.85)",
589,Obernai,Oberehnheim,"['Freie Reichsstadt', 'Reichsstadt']",['FR'],<wptools.page.WPToolsPage object at 0x7f2a28b6cdd0>,Q22727,"commune in Bas-Rhin, France",commune of France,,,,"(7.4819444444444, 48.462222222222)",
